7.750282287597656250e-01 1.920364379882812500e+00 3.288955688476562500e+00 1.051330566406250000e+00 nan
nan 1.818704605102539062e+00 1.502979278564453125e+00 3.303623199462890625e-01 1.323242187500000000e-01
nan 5.927696228027343750e-01 6.511945724487304688e-01 3.085279464721679688e-01 4.729871749877929688e-01
nan nan 5.483508110046386719e-01 8.214740753173828125e-01 3.949291229248046875e+00
nan nan 1.127834320068359375e-01 nan nan
